-2.33E-001,-0.0847869638
2.17E-001,0.0374565887
-1.42E-002,0.0991194868
4.70E-001,0.2015733569
-1.55E-001,0.1078867489
-4.06E-001,-0.0725884808
-1.93E-001,-0.1080914873
-3.31E-001,-0.1550419883
1.69E-001,0.2269607885
1.64E-001,-0.1125651755
-5.53E-001,-0.2503088622
-2.59E-001,-0.2509574992
-4.10E-001,-0.2118309063
4.70E-001,0.1498533067
-1.57E-001,-0.0120843129
-3.19E-001,-0.1002486173
4.39E-001,0.2159429776
2.61E-001,-0.1221073177
5.51E-001,0.2388250035
9.54E-001,0.2612823406
4.16E-001,0.2354047576
-5.95E-002,-0.1034606209
2.66E-001,0.1930791452
-2.72E-002,0.0120069369
3.33E-001,0.1171370417
2.22E-001,0.1503853476
-9.78E-002,0.0189294521
-4.82E-002,-0.1637354407
4.41E-001,0.1339042964
6.02E-001,0.0682998196
-3.70E-001,-0.2766301391
-2.76E-001,-0.1567274072
9.24E-002,-0.0305317633
-3.11E-001,-0.1058331424
5.58E-002,0.015547165
-2.15E-001,-0.1447665933
1.66E-001,0.0925276254
2.88E-001,0.1124244747
2.10E-001,0.1652206572
3.21E-001,0.2501905041
2.63E-001,0.0905631417
2.11E-001,0.2533541071
2.39E-002,0.0036453491
2.74E-002,-0.0168791138
-4.63E-001,-0.2738457078
2.30E-002,0.1717909522
1.98E-001,-0.0692060281
7.82E-002,0.0711204692
-2.81E-001,-0.1970434572
-4.57E-001,-0.3321759906
1.32E-001,0.0664795651
2.58E-001,0.2656585823
-8.29E-002,-0.062471213
-1.54E-002,-0.0030439584
3.55E-001,0.144393558
3.35E-001,0.0419032245
4.66E-001,0.212618624
2.29E-001,0.2075277602
1.95E-001,0.2531165292
-1.76E-001,-0.0418993559
-3.42E-001,-0.2330661226
4.47E-001,0.1295981717
2.42E-001,-0.0317461997
-2.47E-002,-0.1562432612
-1.75E-002,-0.054835879
2.31E-002,-0.005344963
1.52E-001,0.0803142462
8.36E-002,-0.0462775055
-3.12E-001,-0.1889115805
1.09E-001,0.0928599423
-1.41E-001,0.0652518816
5.42E-001,0.3305115224
-4.58E-001,-0.3045940622
1.22E+000,0.4862286599
2.24E-001,0.3002830291
3.63E-001,0.4657284413
3.96E-001,-0.0415027349
-3.99E-001,-0.0681578624
3.49E-001,0.0326973802
-1.06E-001,-0.0885921629
3.14E-001,0.1459497045
-3.34E-001,-0.0515624874
-2.32E-001,-0.0738085036
1.65E-001,0.260256551
3.76E-001,0.2284422238
-1.28E-002,0.0193737586
2.05E-001,0.0094231365
1.77E-002,0.166342457
-2.29E-002,-0.0031437207
-8.55E-002,-0.0256649488
-5.73E-002,-0.1348407899
1.67E-001,0.0060310135
-2.58E-001,-0.1357110549
-4.31E-001,-0.1209466691
-3.87E-001,-0.005487618
-4.21E-001,-0.1790644834
-2.54E-001,-0.0851613365
4.45E-001,0.2611821776
4.84E-001,0.2897035815
-2.54E-001,-0.1784898478
-1.59E-001,-0.1848349926
-4.15E-003,-0.0187149047
-8.62E-002,-0.1828735768
-5.28E-001,-0.2542636161
-4.71E-001,-0.3797379863
2.08E-001,0.3697663957
1.05E-001,0.3718307309
-4.83E-002,-0.0818748894
2.90E-001,0.2471167822
5.38E-001,0.187444118
9.23E-002,0.1964897251
-1.88E-001,-0.0834868013
-8.42E-002,0.0341745549
-3.28E-001,-0.0379746308
-1.32E-001,-0.089969752
6.71E-002,-0.1793013306
-3.25E-001,-0.2571303134
8.47E-003,0.0591092516
1.23E-001,0.1427247641
2.83E-001,0.033751952
-7.73E-002,-0.1055473575
1.95E-001,-0.005559591
5.18E-001,0.2523305201
2.90E-001,0.2923000731
1.00E-001,0.2033994076
-9.82E-002,-0.3234313856
2.10E-001,-0.0232295252
9.21E-002,0.0565063733
8.08E-002,0.1003048348
2.17E-002,0.032923188
-3.95E-002,0.078781101
-1.40E-001,0.072247451
1.72E-002,0.0189594271
1.07E-002,-0.0960304704
-2.57E-001,-0.2104358835
1.12E-001,0.2044123603
-9.81E-002,-0.1756205552
-8.71E-002,-0.0512690688
-1.63E-001,-0.1058821207
9.61E-002,0.0207275735
-1.18E-001,-0.2063183283
-3.48E-001,-0.3007223448
-4.84E-001,-0.2073202071
4.86E-001,0.1399416099
-1.53E-001,-0.0526654909
3.36E-001,0.0180249144
-6.23E-001,-0.2963119488
-6.02E-001,-0.4467764413
-3.27E-001,0.0014593506
2.98E-001,0.1377536057
3.97E-001,0.0419521591
3.56E-001,0.2067126617
-1.06E-001,-0.0882987371
-4.30E-001,-0.3186778268
-6.50E-001,-0.2572971748
-3.48E-001,-0.1145188061
4.38E-001,0.1729429005
-3.19E-001,-0.1523886085
-2.20E-001,0.0970500313
7.04E-002,0.1808852272
2.54E-001,-0.0302998877
3.68E-001,0.2096241087
4.77E-001,0.4511812107
8.51E-002,0.1011041426
-1.19E-001,-0.0928542301
-2.43E-001,-0.054971767
3.18E-001,0.149028108
-8.40E-002,-0.2068953109
1.70E-003,-0.0035890085
-2.87E-001,-0.1714834082
6.74E-001,0.0994394022
2.39E-001,-0.1486064339
-4.72E-001,-0.0592139888
-3.15E-001,0.034479633
4.68E-002,-0.0489918929
-2.20E-001,-0.0704150113
3.35E-002,0.0040130517
4.24E-002,-0.0869887748
-2.25E-001,-0.0799102754
4.27E-001,0.2338476371
-2.87E-001,-0.4351668277
-1.09E-001,-0.385773027
2.07E-001,0.3497327646
-1.71E-001,0.1714641491
5.64E-001,0.4756741456
5.36E-001,0.5026477057
-7.05E-001,-0.2759389812
-2.05E+000,-0.6419919542
-1.13E+000,-0.0779048389
2.14E+000,0.3096595105
1.90E-001,0.051159312
-2.99E-001,-0.153071699
-1.74E-003,-0.2142892661
-5.16E-002,0.0791436014
-8.47E-002,0.0100007658
-5.77E-002,-0.0724945468
-7.65E-002,0.0369036585
2.43E-001,0.1490729998
-6.17E-001,-0.2913858267
2.73E-001,-0.1265894479
1.45E-001,-0.0712600038
3.18E-001,0.0168895866
-1.13E-001,-0.1424948452
2.18E-001,0.2765558906
7.41E-002,0.0062178385
5.12E-001,0.213060754
1.38E+000,0.475246523
-1.08E+000,-0.5383478908
2.86E-001,0.0858509221
-1.58E-001,0.1949317996
1.06E-001,-0.0099897133
-7.21E-001,-0.250453651
3.80E-001,0.2503191027
6.25E-001,-0.0458003257
-2.27E-001,0.0851668037
-6.80E-001,-0.3920427292
-6.10E-001,0.087296386
6.58E-001,0.0333715405
9.52E-002,0.0006305002
5.08E-001,0.1500750879
1.06E-001,-0.026430553
2.04E-002,-0.0052272686
-6.32E-001,-0.199486702
5.47E-001,0.4280940022
-1.95E-001,-0.1597917185
-4.27E-001,-0.141588597
2.83E-001,0.2928789318
2.47E-001,0.1889352103
-9.53E-002,-0.1103611325
-1.99E-001,-0.2557003624
-2.55E-002,-0.0505846885
-3.96E-001,-0.3303589571
4.06E-001,-0.1155497611
-7.63E-001,-0.2788596791
-5.87E-001,-0.2594420866
7.23E-001,0.1805802776
-9.97E-002,0.3018792704
8.30E-002,0.1513042269
-8.82E-002,0.0429395928
-2.48E-002,-0.0280180133
3.97E-001,0.3414728756
-4.22E-001,-0.6028466901
-4.84E-002,-0.1334480549
-2.02E-001,-0.2272682851
-1.50E-001,0.0779430316
8.67E-002,-0.1314475335
1.95E-001,0.1778148338
4.01E-001,0.2776481105
-3.17E-001,-0.2416591773
-1.85E-001,-0.2267258056
-4.85E-002,-0.115141877
-2.42E-001,-0.0695434079
2.90E-002,-0.0040685899
2.06E-001,-0.0319152295
-1.69E-001,-0.1008379687
-4.02E-002,-0.1639780874
1.87E-001,0.1596031779
7.60E-002,0.0495513512
-2.41E-001,-0.0547593228
5.06E-001,0.1427637377
5.72E-002,0.1035801764
3.85E-001,0.2479409781
4.46E-001,-0.0179744686
-1.86E-001,-0.0658984762
-8.84E-002,-0.0050969422
6.85E-002,-0.0289856234
-1.47E-001,-0.0703219931
2.69E-001,0.378308174
1.74E-001,-0.0460137131
-1.25E-001,-0.0977918852
-3.35E-001,-0.0557709936
3.03E-001,0.1037147415
-7.34E-001,-0.3320333266
-4.56E-001,0.0622135578
5.87E-001,0.1906062074
-2.06E-001,-0.2331686405
-1.53E-001,-0.0153567721
-9.97E-002,-0.0357048369
-4.97E-002,-0.0476357096
-6.47E-002,-0.0436788064
6.15E-001,0.2767478017
3.66E-001,0.1231469597
1.35E-001,-0.1612744119
-9.16E-002,0.0842865587
-1.54E-001,0.0008071057
1.32E-001,0.0065373107
3.02E-001,0.3062786405
2.04E-001,0.3771542166
1.56E-001,0.2325632078
-2.96E-001,-0.2160933543
7.27E-002,0.1661280168
2.34E-001,0.2882478968
1.97E-001,-0.3057977358
-3.63E-001,-0.1681622652
-3.48E-001,-0.3772742153
4.24E-001,0.1554917787
9.15E-002,-0.132700291
-1.56E-001,-0.2299672773
-1.41E-001,-0.0639576809
-9.88E-002,-0.0827699546
-3.23E-002,-0.1159987127
3.17E-001,0.3185438483
-1.47E-001,0.2871978124
-1.75E-001,-0.1104310978
1.86E-002,0.0592847042
2.02E-001,0.2608422939
2.70E-001,0.0647243911
-3.92E-002,0.1510130068
1.49E-001,-0.0005330319
-2.76E-001,-0.2388005886
2.03E-001,0.1251556231
-7.88E-002,-0.1821419602
3.72E-001,0.2706154557
-3.14E-001,-0.505422968
2.37E-001,0.1650782608
7.80E-001,0.4574167346
-8.18E-002,-0.2211157292
2.92E-002,0.1847146443
2.34E-001,0.125605131
3.25E-001,0.0509942144
-2.26E-001,-0.1597131153
4.58E-002,-0.1819309123
6.06E-002,-0.0259254892
-5.35E-003,-0.0081389897
5.22E-001,0.2386948408
6.83E-001,0.3390427881
9.87E-001,0.2594652737
1.76E-001,0.1519205352
6.55E-002,0.1158947592
-5.17E-001,-0.1797401969
1.45E-002,-0.1610079449
6.30E-001,0.238369593
-2.37E-001,-0.1083883164
-1.24E-002,0.022211124
3.00E-001,0.1809215788
2.41E-001,-0.039616956
1.27E-001,0.1192355348
-3.53E-001,-0.3314041024
-2.09E-001,-0.2714402729
4.18E-002,-0.1155474051
-2.00E-001,-0.1993343704
-2.65E-001,-0.2218039349
-3.12E-001,-0.1938843094
-1.05E-001,-0.1865018177
-3.80E-001,-0.2824865343
6.99E-001,0.6365551864
2.92E-001,0.340784483
-1.45E-001,-0.3437441192
3.93E-001,-0.0798567778
-4.11E-001,0.0386571559
7.02E-002,-0.1294140479
-2.13E-001,-0.0517610012
-7.02E-002,0.1881061831
1.88E-001,-0.0957085369
-1.50E-002,-0.0707124247
-2.64E-001,-0.1534489569
9.83E-002,0.0970655131
-1.72E-001,-0.0328473547
7.71E-002,0.1777676443
-1.10E-001,-0.0757667204
-8.05E-002,-0.1722276952
-5.20E-002,-0.0736900053
1.31E-001,0.122247265
-1.80E-001,-0.1535383576
3.86E-001,0.2241447186
-8.18E-002,-0.0859439844
4.59E-001,0.4458710905
-3.77E-001,-0.5412972307
6.49E-001,0.4136397543
-5.27E-002,0.0816292602
-2.08E-001,-0.2535162127
1.43E-001,0.3161543707
-2.27E-001,-0.2504116176
-1.40E-001,-0.4232755187
-1.25E-001,-0.3303326468
-4.33E-001,-0.538072874
-3.64E-002,-0.1651307143
-2.00E-001,-0.2186957116
2.84E-002,0.0569213547
1.99E-001,-0.0012502632
8.75E-001,0.4353200783
1.62E-001,0.374817323
2.15E-001,0.4157899192
-1.41E-002,-0.1359730839
2.30E-002,0.128202693
-2.52E-001,-0.0781879879
5.99E-002,0.152486806
1.58E-002,-0.0234652141
3.39E-002,0.1910420746
6.06E-002,-0.0906765003
-7.85E-003,-0.0462254802
2.35E-001,0.0202593878
2.68E-001,0.0895346445
4.88E-001,0.1653255698
2.66E-001,-0.0564760997
4.12E-001,0.1355825618
-4.33E-001,-0.1195147864
-3.00E-001,-0.1735286956
-2.75E-001,-0.0557195663
6.66E-002,0.0314357701
-1.41E-001,-0.1338633825
-4.00E-001,-0.2908991644
-2.31E-001,-0.0537242141
2.73E-002,-0.151390754
1.05E-001,0.0069064719
-2.30E-001,-0.0030417092
-7.29E-002,-0.0016944094
9.42E-002,0.1353290908
1.47E-001,0.2420097984
1.32E-001,0.0561738017
-4.71E-002,-0.1225311672
-1.66E-001,-0.090634339
-3.34E-001,-0.1070502112
2.51E-002,-0.1212828539
2.18E-001,0.2278410672
-1.07E-001,-0.0744948631
-2.19E-001,-0.2561330584
-4.36E-001,-0.3404527813
-7.90E-002,-0.09288717
2.67E-001,0.1466161423
1.13E-001,0.0989832317
-4.30E-001,-0.0511787326
4.23E-001,0.1105620748
1.15E-001,0.2418946934
3.25E-001,-0.0341756943
5.40E-001,0.2112024748
4.91E-001,0.4817072618
-5.23E-001,-0.9609957888
-9.21E-001,-0.509415681
-2.82E-001,0.3496213445
-7.51E-001,-0.6082057715
1.84E-001,0.1815374604
-1.79E-001,-0.2742895894
2.99E-001,-0.0005024155
4.64E-002,-0.2661651161
-1.35E-001,0.0146103711
4.54E-001,0.2628208111
-2.41E-002,0.1303076185
3.19E-001,0.2893315239
1.39E-001,-0.3448395555
-3.56E-001,-0.5758752412
-1.13E-002,-0.5184147167
1.00E-002,0.288093455
9.03E-002,-0.109555821
-3.64E-001,-0.1216853143
7.48E-002,0.251109827
1.44E-001,0.0435527919
3.91E-001,0.3272960739
-1.13E+000,-0.7055837869
-6.88E-001,-0.1872069647
5.36E-001,0.1653731011
-9.24E-001,-0.1645674243
8.36E-002,0.122389347
1.07E-001,-0.0038028277
-4.27E-001,-0.1111982083
5.76E-001,0.2802533808
-5.04E-001,-0.3878771982
-6.98E-002,-0.1821059432
-1.13E-001,-0.049138266
-2.68E-001,-0.120606634
-3.36E-002,-0.0725577576
1.19E-001,0.0542087228
5.64E-002,-0.0013297661
1.30E-001,0.0215067741
1.46E-001,-0.0406957888
2.01E-001,0.0654359454
-1.10E-001,0.0411369446
5.07E-001,0.2457400423
-6.71E-002,0.1261517269
-1.95E-001,0.0436759336
1.84E-001,0.0415949655
1.56E-001,0.069680491
-5.93E-001,-0.1837377594
5.14E-001,0.0672577193
4.23E-001,-0.0248873739
-2.79E-001,-0.0408599132
-1.32E-002,-0.0259547215
-5.97E-002,-0.1181546459
-2.62E-001,-0.1044743309
5.72E-001,0.26345217
-7.08E-001,-0.2626800113
-4.07E-001,-0.1414344575
-2.71E-001,-0.1461185611
-1.99E-002,-0.1127805199
-2.68E-001,-0.1115268084
-2.36E-001,-0.0850851735
1.13E-001,-0.0369040679
-2.39E-001,-0.2274879143
7.02E-002,0.0485513685
-2.13E-002,0.0208832278
